"event","round","divenum","J1","J2","J3","J4","J5","J6","J7","year","competition"
"women's 3m springboard","final",2,"MIN Suckhong","GENG Tao","CALDERON Felix","RIOS Cristina","ZAMPIERI Marco","LEE William","PEREZ CANASVERAS Angel Luis","2017","World_Series_Guanzhou"
"women's 3m springboard","final",3,"MIN Suckhong","GENG Tao","CALDERON Felix","RIOS Cristina","ZAMPIERI Marco","LEE William","PEREZ CANASVERAS Angel Luis","2017","World_Series_Guanzhou"
"women's 3m springboard","final",4,"MIN Suckhong","GENG Tao","CALDERON Felix","RIOS Cristina","ZAMPIERI Marco","LEE William","PEREZ CANASVERAS Angel Luis","2017","World_Series_Guanzhou"
"women's 3m springboard","final",5,"MIN Suckhong","GENG Tao","CALDERON Felix","RIOS Cristina","ZAMPIERI Marco","LEE William","PEREZ CANASVERAS Angel Luis","2017","World_Series_Guanzhou"
" men's 10m platform","final",1,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
" men's 10m platform","final",2,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
" men's 10m platform","final",3,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
" men's 10m platform","final",4,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
" men's 10m platform","final",5,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
" men's 10m platform","final",6,"ZAMPIERI Marco","LEE William","MIN Suckhong","GENG Tao","TOULOUDIS Nikolaos","GOLOVAN Anatoly","RIOS Cristina","2017","World_Series_Guanzhou"
"women's 10m platform","final",1,"CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","RIOS Cristina","GOLOVAN Anatoly","GENG Tao","TOULOUDIS Nikolaos","2017","World_Series_Guanzhou"
"women's 10m platform","final",2,"CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","RIOS Cristina","GOLOVAN Anatoly","GENG Tao","TOULOUDIS Nikolaos","2017","World_Series_Guanzhou"
"women's 10m platform","final",3,"CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","RIOS Cristina","GOLOVAN Anatoly","GENG Tao","TOULOUDIS Nikolaos","2017","World_Series_Guanzhou"
"women's 10m platform","final",4,"CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","RIOS Cristina","GOLOVAN Anatoly","GENG Tao","TOULOUDIS Nikolaos","2017","World_Series_Guanzhou"
"women's 10m platform","final",5,"CALDERON Felix","PEREZ CANASVERAS Angel Luis","LEE William","RIOS Cristina","GOLOVAN Anatoly","GENG Tao","TOULOUDIS Nikolaos","2017","World_Series_Guanzhou"
" men's 3m springboard","semifinal a",1,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",2,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",3,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",4,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",5,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",6,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 3m springboard","semifinal a",1,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal a",2,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal a",3,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal a",4,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal a",5,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",1,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",2,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",3,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",4,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",5,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal a",6,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
"women's 10m platform","semifinal a",1,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal a",2,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal a",3,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal a",4,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal a",5,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",1,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",2,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",3,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",4,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",5,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal b",6,"LATIMER Simon","VYAS Mayur","AXTELIUS Peter","HUFFMAN Colleen","TCIVINSKII Alexander","GILDEMEISTER Peter","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 3m springboard","semifinal b",1,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal b",2,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal b",3,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal b",4,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
"women's 3m springboard","semifinal b",5,"VYAS Mayur","ALVARADO Ulises","TCIVINSKII Alexander","LATIMER Simon","ITO Masaaki","VAN DER VOORT Ronald","HUFFMAN Colleen","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",1,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",2,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",3,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",4,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",5,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 10m platform","semifinal b",6,"AXTELIUS Peter","VYAS Mayur","GILDEMEISTER Peter","HUFFMAN Colleen","VAN DER VOORT Ronald","ITO Masaaki","TCIVINSKII Alexander","2017","World_Series_Kazan"
"women's 10m platform","semifinal b",1,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal b",2,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal b",3,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal b",4,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
"women's 10m platform","semifinal b",5,"TCIVINSKII Alexander","GILDEMEISTER Peter","VAN DER VOORT Ronald","ALVARADO Ulises","ITO Masaaki","AXTELIUS Peter","LATIMER Simon","2017","World_Series_Kazan"
" men's 3m springboard","final",1,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 3m springboard","final",2,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 3m springboard","final",3,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 3m springboard","final",4,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 3m springboard","final",5,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
" men's 3m springboard","final",6,"ALVARADO Ulises","HUFFMAN Colleen","LATIMER Simon","AXTELIUS Peter","GILDEMEISTER Peter","VYAS Mayur","TCIVINSKII Alexander","2017","World_Series_Kazan"
"women's 3m springboard","final",1,"HUFFMAN Colleen","VYAS Mayur","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","ALVARADO Ulises","LATIMER Simon","2017","World_Series_Kazan"
"women's 3m springboard","final",2,"HUFFMAN Colleen","VYAS Mayur","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","ALVARADO Ulises","LATIMER Simon","2017","World_Series_Kazan"
"women's 3m springboard","final",3,"HUFFMAN Colleen","VYAS Mayur","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","ALVARADO Ulises","LATIMER Simon","2017","World_Series_Kazan"
"women's 3m springboard","final",4,"HUFFMAN Colleen","VYAS Mayur","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","ALVARADO Ulises","LATIMER Simon","2017","World_Series_Kazan"
"women's 3m springboard","final",5,"HUFFMAN Colleen","VYAS Mayur","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","ALVARADO Ulises","LATIMER Simon","2017","World_Series_Kazan"
" men's 10m platform","final",1,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
" men's 10m platform","final",2,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
" men's 10m platform","final",3,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
" men's 10m platform","final",4,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
" men's 10m platform","final",5,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
" men's 10m platform","final",6,"VYAS Mayur","GILDEMEISTER Peter","ITO Masaaki","VAN DER VOORT Ronald","TCIVINSKII Alexander","HUFFMAN Colleen","AXTELIUS Peter","2017","World_Series_Kazan"
"women's 10m platform","final",1,"ITO Masaaki","VAN DER VOORT Ronald","GILDEMEISTER Peter","AXTELIUS Peter","LATIMER Simon","TCIVINSKII Alexander","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 10m platform","final",2,"ITO Masaaki","VAN DER VOORT Ronald","GILDEMEISTER Peter","AXTELIUS Peter","LATIMER Simon","TCIVINSKII Alexander","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 10m platform","final",3,"ITO Masaaki","VAN DER VOORT Ronald","GILDEMEISTER Peter","AXTELIUS Peter","LATIMER Simon","TCIVINSKII Alexander","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 10m platform","final",4,"ITO Masaaki","VAN DER VOORT Ronald","GILDEMEISTER Peter","AXTELIUS Peter","LATIMER Simon","TCIVINSKII Alexander","ALVARADO Ulises","2017","World_Series_Kazan"
"women's 10m platform","final",5,"ITO Masaaki","VAN DER VOORT Ronald","GILDEMEISTER Peter","AXTELIUS Peter","LATIMER Simon","TCIVINSKII Alexander","ALVARADO Ulises","2017","World_Series_Kazan"
" men's 3m springboard","semifinal a",1,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal a",2,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal a",3,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal a",4,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal a",5,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal a",6,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
"women's 3m springboard","semifinal a",1,"HASSAN Mohamed","KELEMEN VAN DE KONIJNENBURG Ildiko","MORNEAU Helene","KOLIC Natasa","AVASILOAE Florin","POLAZZO Valerio","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 3m springboard","semifinal a",2,"HASSAN Mohamed","KELEMEN VAN DE KONIJNENBURG Ildiko","MORNEAU Helene","KOLIC Natasa","AVASILOAE Florin","POLAZZO Valerio","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 3m springboard","semifinal a",3,"HASSAN Mohamed","KELEMEN VAN DE KONIJNENBURG Ildiko","MORNEAU Helene","KOLIC Natasa","AVASILOAE Florin","POLAZZO Valerio","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 3m springboard","semifinal a",4,"HASSAN Mohamed","KELEMEN VAN DE KONIJNENBURG Ildiko","MORNEAU Helene","KOLIC Natasa","AVASILOAE Florin","POLAZZO Valerio","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 3m springboard","semifinal a",5,"HASSAN Mohamed","KELEMEN VAN DE KONIJNENBURG Ildiko","MORNEAU Helene","KOLIC Natasa","AVASILOAE Florin","POLAZZO Valerio","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",1,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",2,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",3,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",4,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",5,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
" men's 10m platform","semifinal a",6,"RAO Lang","HASSAN Mohamed","BARBOSA Ana Virgina","KOLIC Natasa","POLAZZO Valerio","AVASILOAE Florin","BUSH Barb","2017","World_Series_Windsor"
"women's 10m platform","semifinal a",1,"MORNEAU Helene","KELEMEN VAN DE KONIJNENBURG Ildiko","POLAZZO Valerio","BARBOSA Ana Virgina","AVASILOAE Florin","RAO Lang","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 10m platform","semifinal a",2,"MORNEAU Helene","KELEMEN VAN DE KONIJNENBURG Ildiko","POLAZZO Valerio","BARBOSA Ana Virgina","AVASILOAE Florin","RAO Lang","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 10m platform","semifinal a",3,"MORNEAU Helene","KELEMEN VAN DE KONIJNENBURG Ildiko","POLAZZO Valerio","BARBOSA Ana Virgina","AVASILOAE Florin","RAO Lang","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 10m platform","semifinal a",4,"MORNEAU Helene","KELEMEN VAN DE KONIJNENBURG Ildiko","POLAZZO Valerio","BARBOSA Ana Virgina","AVASILOAE Florin","RAO Lang","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
"women's 10m platform","semifinal a",5,"MORNEAU Helene","KELEMEN VAN DE KONIJNENBURG Ildiko","POLAZZO Valerio","BARBOSA Ana Virgina","AVASILOAE Florin","RAO Lang","RUIZ PEDREGUERA Rolando","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",1,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",2,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",3,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",4,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",5,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
" men's 3m springboard","semifinal b",6,"KOLIC Natasa","HASSAN Mohamed","RAO Lang","RUIZ PEDREGUERA Rolando","BUSH Barb","KELEMEN VAN DE KONIJNENBURG Ildiko","BARBOSA Ana Virgina","2017","World_Series_Windsor"
